PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
2194;3,0000104094862934;2;0;2;9;0;
8272;23,500113003562877;30;1;15;17;0;
8453;3,0000095959738315;2;0;2;7;0;
1849;11,50002415716126;21;1;7;30;0;
3759;25,500010409486293;17;0;17;9;0;
4078;23,828470600677196;39;2;14;34;0;
6290;25,000126298099687;33;1;16;19;0;
6886;1,1738936518337542E-5;0;0;0;8;0;
989;2,500022209105696;11;1;1;18;0;
6283;3,0000098445183516;2;0;2;1;0;
7097;16,500009415258344;11;0;11;8;0;
350;9,000010409486293;6;0;6;9;0;
7845;1,5000098445183518;1;0;1;1;0;
2726;1,2439511296362774E-5;0;0;0;2;0;
6692;16,000027378116094;28;1;10;34;0;
7610;13,500006537766739;9;0;9;1;0;
1196;4,000012338392054;4;1;2;10;0;
8890;13,000046530878832;13;1;8;7;0;
7706;6,000011738936518;4;0;4;8;0;
6224;1,0000172737488748;6;1;0;14;0;
6632;22,500012342190324;15;0;15;1;0;
9924;15,000009595973832;10;0;10;7;0;
5696;9,000011738936518;6;0;6;8;0;
7661;20,50007311995245;22;1;13;11;0;
9374;19,500010409486293;13;0;13;9;0;
4400;25,00002415716126;30;1;16;30;0;
4191;22,500011738936518;15;0;15;8;0;
6299;10,500006537766739;7;0;7;1;0;
4052;6,000008991473769;4;0;4;9;0;
3436;18,000009415258344;12;0;12;8;0;
3969;28,500009415258344;19;0;19;8;0;
9991;6,000006537766739;4;0;4;1;0;
9218;19,000022209105698;22;1;12;18;0;
6175;15,000009844518353;10;0;10;1;0;
6526;2,5000864144892594;12;1;1;13;0;
7098;9,000012439511297;6;0;6;2;0;
5679;26,50002415716126;31;1;17;30;0;
6834;6,000011738936518;4;0;4;8;0;
3530;19,500009595973832;13;0;13;7;0;
4068;16,00003701517616;32;1;10;30;1;
5569;20,500032079819338;31;1;13;26;0;
5934;4,500008991473769;3;0;3;9;0;
488;6,000008991473769;4;0;4;9;0;
3972;20,828465485861784;33;2;12;30;0;
7821;23,500014494296757;17;1;15;18;0;
3155;2,500020936206425;11;1;1;26;0;
7588;27,000009844518353;18;0;18;1;0;
6003;4,500012439511297;3;0;3;2;0;
1361;22,500010409486293;15;0;15;9;0;
922;7,00002415716126;18;1;4;30;0;
445;16,50000653776674;11;0;11;1;0;
6505;10,328465485861782;26;2;5;30;0;
2928;13,000017715251591;14;1;8;22;0;
7898;19,500009595973832;13;0;13;7;0;
8025;8,500020936206425;15;1;5;26;0;
4339;8,500200691258868;24;1;5;22;0;
1981;5,500017273748875;9;1;3;14;0;
7015;9,595973831724143E-6;0;0;0;7;0;
16;13,000139592636497;27;1;8;21;0;
