PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
4322;19,500011508334676;13;0;13;9;0;
6561;3,0000117389365184;2;0;2;8;0;
3959;15,000013294536808;10;0;10;2;0;
6180;13,500009870713642;9;0;9;8;0;
5511;1,5000094152583439;1;0;1;8;0;
1433;9,87071364272796E-6;0;0;0;8;0;
1901;43,50001329453681;29;0;29;2;0;
2074;10,500009870713642;7;0;7;8;0;
2097;12,000012439511297;8;0;8;2;0;
7065;28,500009844518353;19;0;19;1;0;
3515;7,500234501616139;5;0;5;19;0;
6255;30,000009595973832;20;0;20;7;0;
226;3,000020562801068;2;0;2;15;0;
4852;16,500012439511295;11;0;11;2;0;
5514;51,00000941525835;34;0;34;8;0;
8468;2,0562801067980308E-5;0;0;0;15;0;
796;18,000009595973832;12;0;12;7;0;
7822;1,5000098445183518;1;0;1;1;0;
9616;7,500013294536809;5;0;5;2;0;
6269;21,00001760840478;14;0;14;12;0;
258;31,500009870713644;21;0;21;8;0;
6762;30,000011508334676;20;0;20;9;0;
530;9,000009870713642;6;0;6;8;0;
253;19,500012489415987;13;0;13;12;0;
4341;3,000020562801068;2;0;2;15;0;
8216;1,5000329534042036;1;0;1;28;0;
5719;13,500009844518353;9;0;9;1;0;
5146;25,500012439511295;17;0;17;2;0;
5503;15,000017608404777;10;0;10;12;0;
7819;1,5000197414272856;1;0;1;16;0;
1135;4,50001771525159;3;0;3;22;0;
3887;6,000010407846656;4;0;4;10;0;
933;18,00000653776674;12;0;12;1;0;
8033;8,991473769213047E-6;0;0;0;9;0;
3145;15,000009595973832;10;0;10;7;0;
5170;24,00003702657097;16;0;16;3;0;
6288;22,500035216809554;15;0;15;24;0;
9200;1,5000169838948973;1;0;1;17;0;
794;4,500013294536809;3;0;3;2;0;
4510;3,000027366989846;2;0;2;3;0;
2508;33,00001288381934;22;0;22;16;0;
3774;6,000009415258344;4;0;4;8;0;
7651;22,500024879022593;15;0;15;4;0;
4006;22,500010409486293;15;0;15;9;0;
4320;9,000013294536808;6;0;6;2;0;
9839;12,00001662315009;8;0;8;13;0;
8460;4,50006385630964;3;0;3;7;0;
1314;18,000012883819338;12;0;12;16;0;
5798;21,000124217568036;14;0;14;19;0;
5721;10,500027366989846;7;0;7;3;0;
6257;6,000037026570969;4;0;4;3;0;
4976;13,500018830516687;9;0;9;16;0;
1435;15,000009595973832;10;0;10;7;0;
2700;19,50001467367065;13;0;13;10;0;
3806;6,000012342190323;4;0;4;1;0;
6370;21,00000653776674;14;0;14;1;0;
5662;3,0000370265709693;2;0;2;3;0;
7892;15,000006537766739;10;0;10;1;0;
2985;1,5000370265709693;1;0;1;3;0;
7936;1,7273748874773932E-5;0;0;0;14;0;
2716;28,500014065742384;19;0;19;11;0;
6246;24,000009844518353;16;0;16;1;0;
7500;21,000014065742384;14;0;14;11;0;
3594;9,000026589073618;6;0;6;4;0;
4836;1,5000164767021018;1;0;1;14;0;
8054;7,500006537766739;5;0;5;1;0;
888;13,50000899147377;9;0;9;9;0;
5336;3,000008991473769;2;0;2;9;0;
9506;9,000014065742384;6;0;6;11;0;
3230;18,000027366989844;12;0;12;3;0;
8051;16,500012987684332;11;0;11;13;0;
1559;22,500044021011945;15;0;15;30;0;
7831;1,6104774173000846E-5;0;0;0;20;0;
9173;9,000012439511297;6;0;6;2;0;
2639;10,500012987684332;7;0;7;13;0;
1531;9,000014065742384;6;0;6;11;0;
5037;33,00001449429676;22;0;22;18;0;
8212;21,000014494296757;14;0;14;18;0;
1886;46,50001040784666;31;0;31;10;0;
1393;73,50002736698984;49;0;49;3;1;
4280;10,500009844518353;7;0;7;1;0;
8052;15,000012883819338;10;0;10;16;0;
6680;13,50003702657097;9;0;9;3;0;
5710;6,000013294536809;4;0;4;2;0;
1987;21,000010407846656;14;0;14;10;0;
3197;1,500017821094259;1;0;1;13;0;
9665;21,000009844518353;14;0;14;1;0;
2839;27,00001329453681;18;0;18;2;0;
8799;25,50000899147377;17;0;17;9;0;
2552;1,5000295335550555;1;0;1;3;0;
6815;3,70265709692876E-5;0;0;0;3;0;
3384;12,000026589073618;8;0;8;4;0;
3459;9,000016476702102;6;0;6;14;0;
5922;34,50002497883197;23;0;23;24;0;
769;28,500009415258344;19;0;19;8;0;
6024;30,000014122887517;20;0;20;12;0;
5938;7,500012489415988;5;0;5;12;0;
8879;51,00001288381934;34;0;34;16;0;
9618;10,500009415258344;7;0;7;8;0;
9843;4,50001272270547;3;0;3;11;0;
